name,creationYear,duration,original,description,topics
Love to the Heart,2000,5:19,False,Love to the Heart is a song that The track expresses emotions through its rhythmic melody.,"['Hip-Hop', 'Energetic']"
Eternal without a Day,1993,2:06,False,"Eternal without a Day is a song that With its haunting lyrics, the song captures the essence of introspection.","['Pop', 'Love']"
Sky for a Heart,1988,3:08,True,Sky for a Heart is a song that This piece reflects the deep themes of life and love.,"['Pop', 'Love']"
Dark beyond the Day,1980,4:59,False,"Dark beyond the Day is a song that With its haunting lyrics, the song captures the essence of introspection.","['Rock', 'Sad']"
Broken Sunset,1992,4:56,False,"Broken Sunset is a song that With its haunting lyrics, the song captures the essence of introspection.","['Hip-Hop', 'Energetic']"
Love beyond the Love,1983,5:18,False,"Love beyond the Love is a song that With its haunting lyrics, the song captures the essence of introspection.","['Pop', 'Love']"
Night under the Star,1980,4:51,True,Night under the Star is a song that Evokes the essence of dark experiences.,"['Hip-Hop', 'Energetic']"
Eternal Day,2019,3:55,True,Eternal Day is a song that An anthem that resonates with the feeling of moon.,"['Rock', 'Sad']"
Beautiful of the Sunrise,2011,3:52,False,Beautiful of the Sunrise is a song that Evokes the essence of dark experiences.,"['Hip-Hop', 'Energetic']"
Lonely beyond the Star,2013,2:35,False,Lonely beyond the Star is a song that Evokes the essence of last experiences.,"['Pop', 'Love']"
Broken of the Dream,2007,5:16,False,Broken of the Dream is a song that The track expresses emotions through its rhythmic melody.,"['Hip-Hop', 'Energetic']"
Night in the Heart,2010,3:08,False,Night in the Heart is a song that This piece reflects the deep themes of life and love.,"['Pop', 'Love']"
Dream in the Moon,1987,5:32,True,Dream in the Moon is a song that An anthem that resonates with the feeling of day.,"['Pop', 'Love']"
Moon to the Dream,2018,5:51,False,Moon to the Dream is a song that This piece reflects the deep themes of life and love.,"['Pop', 'Love']"
Final for a Day,2005,2:13,False,Final for a Day is a song that An anthem that resonates with the feeling of sunset.,"['Rock', 'Sad']"
Lonely of the Sunset,2013,4:52,False,"Lonely of the Sunset is a song that With its haunting lyrics, the song captures the essence of introspection.","['Hip-Hop', 'Energetic']"
Last Night,1982,4:40,True,Last Night is a song that This piece reflects the deep themes of life and love.,"['Rock', 'Sad']"
Sunrise in the Love,1991,4:13,True,Sunrise in the Love is a song that A soulful composition that explores the complexity of sunrise.,"['Hip-Hop', 'Energetic']"
Broken for a Sky,1980,3:40,False,Broken for a Sky is a song that The track expresses emotions through its rhythmic melody.,"['Rock', 'Sad']"
Broken Sunrise,2023,5:58,False,Broken Sunrise is a song that Evokes the essence of first experiences.,"['Jazz', 'Relax']"
Final Sunset,1984,5:27,False,Final Sunset is a song that An anthem that resonates with the feeling of night.,"['Pop', 'Love']"
Moon of the Love,2009,5:01,False,Moon of the Love is a song that A soulful composition that explores the complexity of heart.,"['Pop', 'Love']"
Last in the Sunrise,2009,2:45,False,Last in the Sunrise is a song that Evokes the essence of eternal experiences.,"['Rock', 'Sad']"
Eternal to the Day,1996,3:40,True,Eternal to the Day is a song that A soulful composition that explores the complexity of heart.,"['Jazz', 'Relax']"
Broken to the Day,2002,5:54,True,Broken to the Day is a song that A soulful composition that explores the complexity of dream.,"['Pop', 'Love']"
Star of the Sunrise,1994,5:28,True,Star of the Sunrise is a song that The track expresses emotions through its rhythmic melody.,"['Hip-Hop', 'Energetic']"
Lonely Sunrise,2016,3:48,False,Lonely Sunrise is a song that A soulful composition that explores the complexity of moon.,"['Rock', 'Sad']"
Sky for a Night,2000,5:29,True,Sky for a Night is a song that A soulful composition that explores the complexity of moon.,"['Pop', 'Love']"
Night in the Moon,1993,5:34,True,Night in the Moon is a song that This piece reflects the deep themes of life and love.,"['Pop', 'Love']"
Love under the Day,1981,4:45,True,Love under the Day is a song that A soulful composition that explores the complexity of moon.,"['Rock', 'Sad']"
Happy for a Love,1990,3:20,False,Happy for a Love is a song that This piece reflects the deep themes of life and love.,"['Rock', 'Sad']"
Broken for a Love,2018,4:20,False,"Broken for a Love is a song that With its haunting lyrics, the song captures the essence of introspection.","['Hip-Hop', 'Energetic']"
Happy Sky,2017,2:47,True,Happy Sky is a song that This piece reflects the deep themes of life and love.,"['Hip-Hop', 'Energetic']"
Final to the Sky,2013,5:36,False,Final to the Sky is a song that A soulful composition that explores the complexity of day.,"['Pop', 'Love']"
Dream of the Sunrise,2017,4:43,True,Dream of the Sunrise is a song that Evokes the essence of first experiences.,"['Pop', 'Love']"
Dark under the Sky,2013,2:52,True,"Dark under the Sky is a song that With its haunting lyrics, the song captures the essence of introspection.","['Rock', 'Sad']"
Moon of the Dream,1997,2:08,True,Moon of the Dream is a song that The track expresses emotions through its rhythmic melody.,"['Pop', 'Love']"
Sunrise for a Star,2009,2:08,True,Sunrise for a Star is a song that A soulful composition that explores the complexity of day.,"['Pop', 'Love']"
Day of the Star,1994,5:34,False,Day of the Star is a song that This piece reflects the deep themes of life and love.,"['Rock', 'Sad']"
Moon beyond the Night,2006,2:33,False,Moon beyond the Night is a song that The track expresses emotions through its rhythmic melody.,"['Pop', 'Love']"
Heart beyond the Sunrise,2013,5:31,False,"Heart beyond the Sunrise is a song that With its haunting lyrics, the song captures the essence of introspection.","['Pop', 'Love']"
Sunset beyond the Sunrise,2017,2:07,False,Sunset beyond the Sunrise is a song that An anthem that resonates with the feeling of star.,"['Jazz', 'Relax']"
Dark Night,2012,2:22,True,"Dark Night is a song that With its haunting lyrics, the song captures the essence of introspection.","['Hip-Hop', 'Energetic']"
Dark Love,2003,4:39,False,Dark Love is a song that Evokes the essence of happy experiences.,"['Rock', 'Sad']"
Eternal Love,1994,5:53,True,Eternal Love is a song that This piece reflects the deep themes of life and love.,"['Jazz', 'Relax']"
Sunrise to the Love,2009,5:45,False,"Sunrise to the Love is a song that With its haunting lyrics, the song captures the essence of introspection.","['Hip-Hop', 'Energetic']"
Heart beyond the Night,2021,4:14,False,Heart beyond the Night is a song that The track expresses emotions through its rhythmic melody.,"['Hip-Hop', 'Energetic']"
Last Sunrise,1996,2:18,False,Last Sunrise is a song that The track expresses emotions through its rhythmic melody.,"['Hip-Hop', 'Energetic']"
Star for a Heart,1984,3:51,True,Star for a Heart is a song that Evokes the essence of dark experiences.,"['Jazz', 'Relax']"
Beautiful under the Sunset,2008,2:21,True,Beautiful under the Sunset is a song that The track expresses emotions through its rhythmic melody.,"['Jazz', 'Relax']"
Bright to the Star,1983,5:20,True,Bright to the Star is a song that The track expresses emotions through its rhythmic melody.,"['Hip-Hop', 'Energetic']"
Night to the Night,1989,4:37,True,Night to the Night is a song that The track expresses emotions through its rhythmic melody.,"['Pop', 'Love']"
Final Moon,1996,5:56,False,Final Moon is a song that This piece reflects the deep themes of life and love.,"['Pop', 'Love']"
Final of the Sunrise,1989,2:50,True,Final of the Sunrise is a song that The track expresses emotions through its rhythmic melody.,"['Jazz', 'Relax']"
Last in the Heart,1996,5:54,True,Last in the Heart is a song that This piece reflects the deep themes of life and love.,"['Jazz', 'Relax']"
Bright Dream,1999,4:27,False,Bright Dream is a song that This piece reflects the deep themes of life and love.,"['Jazz', 'Relax']"
Final Sky,2003,5:03,False,Final Sky is a song that This piece reflects the deep themes of life and love.,"['Hip-Hop', 'Energetic']"
Night under the Sky,1984,3:11,True,Night under the Sky is a song that Evokes the essence of first experiences.,"['Pop', 'Love']"
First of the Sky,2013,2:02,False,First of the Sky is a song that Evokes the essence of lonely experiences.,"['Jazz', 'Relax']"
Love for a Sunrise,1985,3:43,True,Love for a Sunrise is a song that This piece reflects the deep themes of life and love.,"['Jazz', 'Relax']"
Broken to the Love,1981,3:23,False,Broken to the Love is a song that Evokes the essence of lonely experiences.,"['Rock', 'Sad']"
Dark Heart,1992,3:26,True,Dark Heart is a song that This piece reflects the deep themes of life and love.,"['Hip-Hop', 'Energetic']"
Beautiful in the Sky,2022,4:40,True,Beautiful in the Sky is a song that The track expresses emotions through its rhythmic melody.,"['Rock', 'Sad']"
Last without a Heart,2022,2:07,True,Last without a Heart is a song that This piece reflects the deep themes of life and love.,"['Pop', 'Love']"
Beautiful Sunset,1990,4:37,True,Beautiful Sunset is a song that A soulful composition that explores the complexity of moon.,"['Rock', 'Sad']"
Broken Love,2002,3:21,True,Broken Love is a song that An anthem that resonates with the feeling of moon.,"['Rock', 'Sad']"
Bright without a Sky,1995,2:17,False,"Bright without a Sky is a song that With its haunting lyrics, the song captures the essence of introspection.","['Rock', 'Sad']"
Beautiful under the Moon,2010,2:11,True,Beautiful under the Moon is a song that The track expresses emotions through its rhythmic melody.,"['Hip-Hop', 'Energetic']"
Sunset to the Heart,1990,3:25,True,Sunset to the Heart is a song that An anthem that resonates with the feeling of sky.,"['Pop', 'Love']"
Sunset beyond the Heart,1995,4:07,True,Sunset beyond the Heart is a song that Evokes the essence of first experiences.,"['Rock', 'Sad']"
Final in the Sunrise,1987,4:59,True,Final in the Sunrise is a song that The track expresses emotions through its rhythmic melody.,"['Hip-Hop', 'Energetic']"
Broken under the Sky,1983,3:00,True,Broken under the Sky is a song that The track expresses emotions through its rhythmic melody.,"['Pop', 'Love']"
First under the Sky,2019,2:28,False,First under the Sky is a song that Evokes the essence of first experiences.,"['Jazz', 'Relax']"
Final under the Dream,1983,2:48,False,Final under the Dream is a song that This piece reflects the deep themes of life and love.,"['Rock', 'Sad']"
Beautiful Night,2004,4:39,True,Beautiful Night is a song that The track expresses emotions through its rhythmic melody.,"['Pop', 'Love']"
Love without a Moon,1982,3:34,False,Love without a Moon is a song that Evokes the essence of bright experiences.,"['Rock', 'Sad']"
Sky under the Sky,2011,5:44,True,Sky under the Sky is a song that The track expresses emotions through its rhythmic melody.,"['Jazz', 'Relax']"
First Day,1982,5:55,False,First Day is a song that A soulful composition that explores the complexity of dream.,"['Pop', 'Love']"
Star for a Sunset,2006,2:12,False,Star for a Sunset is a song that Evokes the essence of happy experiences.,"['Hip-Hop', 'Energetic']"
Bright Love,2008,2:37,True,Bright Love is a song that An anthem that resonates with the feeling of night.,"['Pop', 'Love']"
Last in the Sunrise,2011,2:45,False,Last in the Sunrise is a song that An anthem that resonates with the feeling of moon.,"['Hip-Hop', 'Energetic']"
Bright Sunrise,1998,2:07,False,Bright Sunrise is a song that Evokes the essence of dark experiences.,"['Pop', 'Love']"
Eternal to the Sunrise,2000,4:19,True,"Eternal to the Sunrise is a song that With its haunting lyrics, the song captures the essence of introspection.","['Hip-Hop', 'Energetic']"
Dream without a Day,1984,5:32,True,Dream without a Day is a song that The track expresses emotions through its rhythmic melody.,"['Jazz', 'Relax']"
Beautiful to the Star,1997,3:38,False,Beautiful to the Star is a song that An anthem that resonates with the feeling of sky.,"['Jazz', 'Relax']"
Day under the Dream,2007,2:52,False,Day under the Dream is a song that This piece reflects the deep themes of life and love.,"['Jazz', 'Relax']"
First beyond the Star,2021,2:41,False,"First beyond the Star is a song that With its haunting lyrics, the song captures the essence of introspection.","['Pop', 'Love']"
Happy of the Heart,2001,4:53,True,Happy of the Heart is a song that This piece reflects the deep themes of life and love.,"['Jazz', 'Relax']"
Heart under the Moon,2000,3:40,False,Heart under the Moon is a song that Evokes the essence of broken experiences.,"['Rock', 'Sad']"
